# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Gaussian.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4517955   9.0572158e+25
       1.4517987   9.0679619e+25
       1.4518019   9.0785374e+25
       1.4518051   9.0889276e+25
       1.4518082   9.0991286e+25
       1.4518114   9.1091406e+25
       1.4518146   9.1189561e+25
       1.4518178   9.1285632e+25
       1.4518209   9.1379793e+25
       1.4518241   9.1471713e+25
       1.4518273   9.1561650e+25
       1.4518305   9.1649411e+25
       1.4518336   9.1735160e+25
       1.4518368   9.1818576e+25
       1.4518400   9.1899927e+25
       1.4518432   9.1979054e+25
       1.4518463   9.2056115e+25
       1.4518495   9.2131000e+25
       1.4518527   9.2203735e+25
       1.4518559   9.2274340e+25
       1.4518591   9.2342944e+25
       1.4518622   9.2409296e+25
       1.4518654   9.2473629e+25
       1.4518686   9.2535952e+25
       1.4518718   9.2596291e+25
       1.4518749   9.2654657e+25
       1.4518781   9.2710965e+25
       1.4518813   9.2765402e+25
       1.4518845   9.2818058e+25
       1.4518876   9.2868768e+25
       1.4518908   9.2917716e+25
       1.4518940   9.2964829e+25
       1.4518972   9.3010365e+25
       1.4519003   9.3054130e+25
       1.4519035   9.3096226e+25
       1.4519067   9.3136744e+25
       1.4519099   9.3175768e+25
       1.4519130   9.3213307e+25
       1.4519162   9.3249343e+25
       1.4519194   9.3283940e+25
       1.4519226   9.3317236e+25
       1.4519257   9.3349195e+25
       1.4519289   9.3379853e+25
       1.4519321   9.3409294e+25
       1.4519353   9.3437536e+25
       1.4519385   9.3464570e+25
       1.4519416   9.3490645e+25
       1.4519448   9.3515538e+25
       1.4519480   9.3539381e+25
       1.4519512   9.3562246e+25
       1.4519543   9.3584216e+25
       1.4519575   9.3605319e+25
       1.4519607   9.3625453e+25
       1.4519639   9.3644703e+25
       1.4519670   9.3663232e+25
       1.4519702   9.3680969e+25
       1.4519734   9.3697875e+25
       1.4519766   9.3714145e+25
       1.4519797   9.3729724e+25
       1.4519829   9.3744582e+25
       1.4519861   9.3758805e+25
       1.4519893   9.3772354e+25
       1.4519924   9.3785433e+25
       1.4519956   9.3797866e+25
       1.4519988   9.3809709e+25
       1.4520020   9.3821164e+25
       1.4520052   9.3831983e+25
       1.4520083   9.3842295e+25
       1.4520115   9.3852136e+25
       1.4520147   9.3861480e+25
       1.4520179   9.3870316e+25
       1.4520210   9.3878764e+25
       1.4520242   9.3886844e+25
       1.4520274   9.3894296e+25
       1.4520306   9.3901472e+25
       1.4520337   9.3908150e+25
       1.4520369   9.3914357e+25
       1.4520401   9.3920223e+25
       1.4520433   9.3925739e+25
       1.4520464   9.3930784e+25
       1.4520496   9.3935396e+25
       1.4520528   9.3939712e+25
       1.4520560   9.3943521e+25
       1.4520592   9.3946962e+25
       1.4520623   9.3950052e+25
       1.4520655   9.3952745e+25
       1.4520687   9.3954995e+25
       1.4520719   9.3956822e+25
       1.4520750   9.3958371e+25
       1.4520782   9.3959339e+25
       1.4520814   9.3960013e+25
       1.4520846   9.3960336e+25
       1.4520877   9.3960234e+25
       1.4520909   9.3959690e+25
       1.4520941   9.3958703e+25
       1.4520973   9.3957384e+25
       1.4521005   9.3955641e+25
       1.4521036   9.3953437e+25
       1.4521068   9.3950974e+25
       1.4521100   9.3947967e+25
       1.4521132   9.3944481e+25
       1.4521163   9.3940745e+25
       1.4521195   9.3936475e+25
       1.4521227   9.3931808e+25
       1.4521259   9.3926901e+25
       1.4521290   9.3921496e+25
       1.4521322   9.3915584e+25
       1.4521354   9.3909478e+25
       1.4521386   9.3902846e+25
       1.4521418   9.3895837e+25
       1.4521449   9.3888495e+25
       1.4521481   9.3880766e+25
       1.4521513   9.3872640e+25
       1.4521545   9.3864090e+25
       1.4521576   9.3855318e+25
       1.4521608   9.3846113e+25
       1.4521640   9.3836659e+25
       1.4521672   9.3826735e+25
       1.4521703   9.3816552e+25
       1.4521735   9.3806056e+25
       1.4521767   9.3795154e+25
       1.4521799   9.3784197e+25
       1.4521831   9.3772806e+25
       1.4521862   9.3761175e+25
       1.4521894   9.3749351e+25
       1.4521926   9.3737222e+25
       1.4521958   9.3724798e+25
       1.4521989   9.3712273e+25
       1.4522021   9.3699609e+25
       1.4522053   9.3686687e+25
       1.4522085   9.3673738e+25
       1.4522117   9.3660511e+25
       1.4522148   9.3647239e+25
       1.4522180   9.3633985e+25
       1.4522212   9.3620565e+25
       1.4522244   9.3607219e+25
       1.4522275   9.3593743e+25
       1.4522307   9.3580185e+25
       1.4522339   9.3566802e+25
       1.4522371   9.3553345e+25
       1.4522402   9.3540017e+25
       1.4522434   9.3526837e+25
       1.4522466   9.3513721e+25
       1.4522498   9.3500680e+25
       1.4522530   9.3487795e+25
       1.4522561   9.3475214e+25
       1.4522593   9.3462624e+25
       1.4522625   9.3450440e+25
       1.4522657   9.3438385e+25
       1.4522688   9.3426607e+25
       1.4522720   9.3415050e+25
       1.4522752   9.3403908e+25
       1.4522784   9.3393015e+25
       1.4522816   9.3382399e+25
       1.4522847   9.3372198e+25
       1.4522879   9.3362366e+25
       1.4522911   9.3352903e+25
       1.4522943   9.3343845e+25
       1.4522974   9.3335175e+25
       1.4523006   9.3327031e+25
       1.4523038   9.3319173e+25
       1.4523070   9.3311831e+25
       1.4523102   9.3305033e+25
       1.4523133   9.3298688e+25
       1.4523165   9.3292646e+25
       1.4523197   9.3287361e+25
       1.4523229   9.3282418e+25
       1.4523260   9.3277944e+25
       1.4523292   9.3274098e+25
       1.4523324   9.3270630e+25
       1.4523356   9.3267679e+25
       1.4523388   9.3265308e+25
       1.4523419   9.3263464e+25
       1.4523451   9.3261960e+25
       1.4523483   9.3261103e+25
       1.4523515   9.3260678e+25
       1.4523546   9.3260715e+25
       1.4523578   9.3261241e+25
       1.4523610   9.3262182e+25
       1.4523642   9.3263574e+25
       1.4523674   9.3265456e+25
       1.4523705   9.3267706e+25
       1.4523737   9.3270298e+25
       1.4523769   9.3273443e+25
       1.4523801   9.3276773e+25
       1.4523832   9.3280444e+25
       1.4523864   9.3284548e+25
       1.4523896   9.3288819e+25
       1.4523928   9.3293375e+25
       1.4523960   9.3298254e+25
       1.4523991   9.3303299e+25
       1.4524023   9.3308474e+25
       1.4524055   9.3313869e+25
       1.4524087   9.3319284e+25
       1.4524119   9.3324781e+25
       1.4524150   9.3330315e+25
       1.4524182   9.3335969e+25
       1.4524214   9.3341512e+25
       1.4524246   9.3347018e+25
       1.4524277   9.3352432e+25
       1.4524309   9.3357708e+25
       1.4524341   9.3362892e+25
       1.4524373   9.3367780e+25
       1.4524405   9.3372410e+25
       1.4524436   9.3376782e+25
       1.4524468   9.3380757e+25
       1.4524500   9.3384419e+25
       1.4524532   9.3387601e+25
       1.4524563   9.3390368e+25
       1.4524595   9.3392628e+25
       1.4524627   9.3394362e+25
       1.4524659   9.3395533e+25
       1.4524691   9.3396050e+25
       1.4524722   9.3395884e+25
       1.4524754   9.3395026e+25
       1.4524786   9.3393532e+25
       1.4524818   9.3391226e+25
       1.4524850   9.3388071e+25
       1.4524881   9.3384069e+25
       1.4524913   9.3379282e+25
       1.4524945   9.3373462e+25
       1.4524977   9.3366747e+25
       1.4525008   9.3359027e+25
       1.4525040   9.3350329e+25
       1.4525072   9.3340636e+25
       1.4525104   9.3329835e+25
       1.4525136   9.3318002e+25
       1.4525167   9.3304978e+25
       1.4525199   9.3290765e+25
       1.4525231   9.3275519e+25
       1.4525263   9.3259110e+25
       1.4525295   9.3241411e+25
       1.4525326   9.3222512e+25
       1.4525358   9.3202470e+25
       1.4525390   9.3181210e+25
       1.4525422   9.3158723e+25
       1.4525453   9.3134964e+25
       1.4525485   9.3109913e+25
       1.4525517   9.3083719e+25
       1.4525549   9.3056288e+25
       1.4525581   9.3027604e+25
       1.4525612   9.2997720e+25
       1.4525644   9.2966610e+25
       1.4525676   9.2934309e+25
       1.4525708   9.2900819e+25
       1.4525740   9.2866167e+25
       1.4525771   9.2830408e+25
       1.4525803   9.2793505e+25
       1.4525835   9.2755570e+25
       1.4525867   9.2716518e+25
       1.4525899   9.2676461e+25
       1.4525930   9.2635380e+25
       1.4525962   9.2593395e+25
       1.4525994   9.2550525e+25
       1.4526026   9.2506723e+25
       1.4526057   9.2462220e+25
       1.4526089   9.2416740e+25
       1.4526121   9.2370752e+25
       1.4526153   9.2324054e+25
       1.4526185   9.2276591e+25
       1.4526216   9.2228731e+25
       1.4526248   9.2180317e+25
       1.4526280   9.2131442e+25
       1.4526312   9.2082208e+25
       1.4526344   9.2032697e+25
       1.4526375   9.1982882e+25
       1.4526407   9.1932946e+25
       1.4526439   9.1882891e+25
       1.4526471   9.1832753e+25
       1.4526503   9.1782670e+25
       1.4526534   9.1732679e+25
       1.4526566   9.1682910e+25
       1.4526598   9.1633353e+25
       1.4526630   9.1584183e+25
       1.4526662   9.1535299e+25
       1.4526693   9.1487088e+25
       1.4526725   9.1439228e+25
       1.4526757   9.1392005e+25
       1.4526789   9.1345537e+25
       1.4526820   9.1299771e+25
       1.4526852   9.1254816e+25
       1.4526884   9.1210913e+25
       1.4526916   9.1167858e+25
       1.4526948   9.1125763e+25
       1.4526979   9.1084903e+25
       1.4527011   9.1045206e+25
       1.4527043   9.1006661e+25
