# Data taken from Menang et al. (2013), which has been normalised to Thuillier. Smoothed to 0.0003 microns. Square.
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
       1.4522688   9.3165548e+25
       1.4522720   9.3164414e+25
       1.4522752   9.3163381e+25
       1.4522784   9.3162412e+25
       1.4522816   9.3161536e+25
       1.4522847   9.3160798e+25
       1.4522879   9.3160245e+25
       1.4522911   9.3159756e+25
       1.4522943   9.3159249e+25
       1.4522974   9.3158751e+25
       1.4523006   9.3158262e+25
       1.4523038   9.3157755e+25
       1.4523070   9.3157247e+25
       1.4523102   9.3156759e+25
       1.4523133   9.3156242e+25
       1.4523165   9.3156639e+25
       1.4523197   9.3158170e+25
       1.4523229   9.3160955e+25
       1.4523260   9.3165078e+25
       1.4523292   9.3170428e+25
       1.4523324   9.3176755e+25
       1.4523356   9.3183654e+25
       1.4523388   9.3190737e+25
       1.4523419   9.3197664e+25
       1.4523451   9.3204130e+25
       1.4523483   9.3209867e+25
       1.4523515   9.3214755e+25
       1.4523546   9.3218712e+25
       1.4523578   9.3221802e+25
       1.4523610   9.3224108e+25
       1.4523642   9.3225740e+25
       1.4523674   9.3226819e+25
       1.4523705   9.3227520e+25
       1.4523737   9.3228018e+25
       1.4523769   9.3228498e+25
       1.4523801   9.3229079e+25
       1.4523832   9.3229900e+25
       1.4523864   9.3231025e+25
       1.4523896   9.3232482e+25
       1.4523928   9.3234272e+25
       1.4523960   9.3236338e+25
       1.4523991   9.3238561e+25
       1.4524023   9.3240830e+25
       1.4524055   9.3242960e+25
       1.4524087   9.3244602e+25
       1.4524119   9.3245773e+25
       1.4524150   9.3246548e+25
       1.4524182   9.3247046e+25
       1.4524214   9.3247415e+25
       1.4524246   9.3247802e+25
       1.4524277   9.3248402e+25
       1.4524309   9.3249389e+25
       1.4524341   9.3250985e+25
       1.4524373   9.3253419e+25
       1.4524405   9.3256897e+25
       1.4524436   9.3261647e+25
       1.4524468   9.3267845e+25
       1.4524500   9.3275639e+25
       1.4524532   9.3285176e+25
       1.4524563   9.3296539e+25
       1.4524595   9.3309793e+25
       1.4524627   9.3325021e+25
       1.4524659   9.3342416e+25
       1.4524691   9.3362292e+25
       1.4524722   9.3385074e+25
       1.4524754   9.3411324e+25
       1.4524786   9.3441705e+25
       1.4524818   9.3476985e+25
       1.4524850   9.3517780e+25
       1.4524881   9.3564293e+25
       1.4524913   9.3616378e+25
       1.4524945   9.3673415e+25
       1.4524977   9.3734418e+25
       1.4525008   9.3798060e+25
       1.4525040   9.3862734e+25
       1.4525072   9.3926882e+25
       1.4525104   9.3989140e+25
       1.4525136   9.4048363e+25
       1.4525167   9.4103556e+25
       1.4525199   9.4153953e+25
       1.4525231   9.4198935e+25
       1.4525263   9.4238088e+25
       1.4525295   9.4271182e+25
       1.4525326   9.4298142e+25
       1.4525358   9.4319069e+25
       1.4525390   9.4334270e+25
       1.4525422   9.4344277e+25
