# Data adapted from Regis Courtin and smoothed to CRIRES resolution
# Regis' data had to be scaled by Planck(v,5778.0) and also manually adjusted to
# make it match mean irradiance of Fiorenza solar spectrum. 
# Wavelength (microns)    Spectral Luminosity (W micron-1)
1
6.955e5
      1.56468  7.64975e+25
      1.56468  7.65097e+25
      1.56469  7.65261e+25
      1.56469  7.65303e+25
      1.56470  7.65291e+25
      1.56470  7.65283e+25
      1.56471  7.65202e+25
      1.56471  7.65162e+25
      1.56472  7.65005e+25
      1.56472  7.64999e+25
      1.56472  7.64843e+25
      1.56473  7.64629e+25
      1.56473  7.64436e+25
      1.56474  7.64161e+25
      1.56474  7.63936e+25
      1.56475  7.63625e+25
      1.56475  7.63273e+25
      1.56476  7.62890e+25
      1.56476  7.62535e+25
      1.56476  7.62273e+25
      1.56477  7.62062e+25
      1.56477  7.61978e+25
      1.56478  7.61778e+25
      1.56478  7.61525e+25
      1.56479  7.60860e+25
      1.56479  7.59946e+25
      1.56480  7.59014e+25
      1.56480  7.58078e+25
      1.56481  7.57422e+25
      1.56481  7.57118e+25
      1.56482  7.57160e+25
      1.56482  7.57433e+25
      1.56483  7.58107e+25
      1.56483  7.59080e+25
      1.56483  7.59905e+25
      1.56484  7.60586e+25
      1.56484  7.60974e+25
      1.56485  7.61116e+25
      1.56485  7.61159e+25
      1.56486  7.61053e+25
      1.56486  7.60720e+25
      1.56487  7.60314e+25
      1.56487  7.59693e+25
      1.56488  7.58725e+25
      1.56488  7.57143e+25
      1.56489  7.55014e+25
      1.56489  7.52018e+25
      1.56489  7.48047e+25
      1.56490  7.42811e+25
      1.56490  7.36554e+25
      1.56491  7.29396e+25
      1.56491  7.21995e+25
      1.56492  7.15544e+25
      1.56492  7.11073e+25
      1.56493  7.09892e+25
      1.56493  7.12222e+25
      1.56494  7.16814e+25
      1.56494  7.22003e+25
      1.56495  7.26677e+25
      1.56495  7.30929e+25
      1.56495  7.34486e+25
      1.56496  7.37645e+25
      1.56496  7.40631e+25
      1.56497  7.43249e+25
      1.56497  7.45665e+25
      1.56498  7.47842e+25
      1.56498  7.49723e+25
      1.56499  7.51360e+25
      1.56499  7.52827e+25
      1.56500  7.54153e+25
      1.56500  7.55379e+25
      1.56501  7.56283e+25
      1.56501  7.57039e+25
      1.56502  7.57558e+25
      1.56502  7.57686e+25
      1.56503  7.57353e+25
      1.56503  7.56619e+25
      1.56503  7.55481e+25
      1.56504  7.54128e+25
      1.56504  7.52911e+25
      1.56505  7.52318e+25
      1.56505  7.52685e+25
      1.56506  7.54040e+25
      1.56506  7.55778e+25
      1.56507  7.57425e+25
      1.56507  7.58710e+25
      1.56508  7.59751e+25
      1.56508  7.60418e+25
      1.56508  7.60896e+25
      1.56509  7.61339e+25
      1.56509  7.61731e+25
      1.56510  7.62036e+25
      1.56510  7.62302e+25
      1.56511  7.62366e+25
      1.56511  7.62310e+25
      1.56512  7.62070e+25
      1.56512  7.61784e+25
      1.56513  7.61321e+25
      1.56513  7.60519e+25
      1.56514  7.59382e+25
      1.56514  7.57855e+25
      1.56515  7.55845e+25
      1.56515  7.53633e+25
      1.56516  7.51324e+25
      1.56516  7.49458e+25
      1.56516  7.48262e+25
      1.56517  7.48351e+25
      1.56517  7.49197e+25
      1.56518  7.50776e+25
      1.56518  7.52347e+25
      1.56519  7.53857e+25
      1.56519  7.55187e+25
      1.56520  7.56051e+25
      1.56520  7.56826e+25
      1.56520  7.57166e+25
      1.56521  7.57161e+25
      1.56521  7.56670e+25
      1.56522  7.55655e+25
      1.56522  7.53685e+25
      1.56523  7.50402e+25
      1.56523  7.45590e+25
      1.56524  7.38413e+25
      1.56524  7.28390e+25
      1.56525  7.14675e+25
      1.56525  6.97335e+25
      1.56526  6.77082e+25
      1.56526  6.55953e+25
      1.56527  6.36819e+25
      1.56527  6.23746e+25
      1.56528  6.19906e+25
      1.56528  6.26234e+25
      1.56529  6.40737e+25
      1.56529  6.58204e+25
      1.56529  6.74919e+25
      1.56530  6.89281e+25
      1.56530  7.01288e+25
      1.56531  7.11719e+25
      1.56531  7.20477e+25
      1.56532  7.28030e+25
      1.56532  7.34191e+25
      1.56533  7.39062e+25
      1.56533  7.43214e+25
      1.56534  7.46744e+25
      1.56534  7.49647e+25
      1.56534  7.52012e+25
      1.56535  7.54041e+25
      1.56535  7.55716e+25
      1.56536  7.57172e+25
      1.56536  7.58220e+25
      1.56537  7.59041e+25
      1.56537  7.59689e+25
      1.56538  7.60095e+25
      1.56538  7.60428e+25
      1.56539  7.60704e+25
      1.56539  7.61107e+25
      1.56540  7.61499e+25
      1.56540  7.62038e+25
      1.56541  7.62391e+25
      1.56541  7.62692e+25
      1.56542  7.62976e+25
      1.56542  7.63245e+25
      1.56543  7.63313e+25
      1.56543  7.63407e+25
      1.56543  7.63460e+25
      1.56544  7.63510e+25
      1.56544  7.63465e+25
      1.56545  7.63525e+25
      1.56545  7.63582e+25
      1.56546  7.63588e+25
      1.56546  7.63554e+25
      1.56547  7.63586e+25
      1.56547  7.63570e+25
      1.56547  7.63564e+25
      1.56548  7.63570e+25
      1.56548  7.63558e+25
      1.56549  7.63564e+25
      1.56549  7.63620e+25
      1.56550  7.63587e+25
      1.56550  7.63618e+25
      1.56551  7.63653e+25
      1.56551  7.63803e+25
      1.56552  7.63783e+25
      1.56552  7.63792e+25
      1.56553  7.63705e+25
      1.56553  7.63721e+25
      1.56554  7.63756e+25
      1.56554  7.63708e+25
      1.56555  7.63711e+25
      1.56555  7.63655e+25
      1.56556  7.63662e+25
      1.56556  7.63594e+25
      1.56556  7.63546e+25
      1.56557  7.63451e+25
      1.56557  7.63331e+25
      1.56558  7.63157e+25
      1.56558  7.63080e+25
      1.56559  7.62895e+25
      1.56559  7.62638e+25
      1.56560  7.62323e+25
      1.56560  7.61893e+25
      1.56560  7.61520e+25
      1.56561  7.61190e+25
      1.56561  7.61020e+25
      1.56562  7.60828e+25
      1.56562  7.60751e+25
      1.56563  7.60620e+25
      1.56563  7.60442e+25
      1.56564  7.60109e+25
      1.56564  7.59640e+25
      1.56565  7.58939e+25
      1.56565  7.57708e+25
      1.56566  7.56124e+25
      1.56566  7.53827e+25
      1.56567  7.50766e+25
      1.56567  7.46523e+25
      1.56568  7.40600e+25
      1.56568  7.32623e+25
      1.56569  7.22307e+25
      1.56569  7.09371e+25
      1.56569  6.93911e+25
      1.56570  6.77807e+25
      1.56570  6.63091e+25
      1.56571  6.52289e+25
      1.56571  6.48295e+25
      1.56572  6.51870e+25
      1.56572  6.61892e+25
      1.56573  6.74851e+25
      1.56573  6.87829e+25
      1.56574  6.99040e+25
      1.56574  7.08995e+25
      1.56574  7.17593e+25
      1.56575  7.25063e+25
      1.56575  7.31340e+25
      1.56576  7.36492e+25
      1.56576  7.40618e+25
      1.56577  7.44152e+25
      1.56577  7.47196e+25
      1.56578  7.49937e+25
      1.56578  7.52145e+25
      1.56579  7.53999e+25
      1.56579  7.55551e+25
      1.56580  7.56815e+25
      1.56580  7.57880e+25
      1.56581  7.58701e+25
      1.56581  7.59363e+25
      1.56582  7.59924e+25
      1.56582  7.60373e+25
      1.56582  7.60761e+25
      1.56583  7.61068e+25
      1.56583  7.61482e+25
      1.56584  7.61862e+25
      1.56584  7.62186e+25
      1.56585  7.62458e+25
      1.56585  7.62637e+25
      1.56586  7.62690e+25
      1.56586  7.62884e+25
      1.56587  7.62987e+25
      1.56587  7.62974e+25
      1.56587  7.62987e+25
      1.56588  7.63025e+25
      1.56588  7.63049e+25
      1.56589  7.63066e+25
      1.56589  7.63061e+25
      1.56590  7.63294e+25
      1.56590  7.63437e+25
      1.56591  7.63598e+25
      1.56591  7.63799e+25
      1.56592  7.64124e+25
      1.56592  7.64242e+25
      1.56593  7.64349e+25
      1.56593  7.64315e+25
      1.56594  7.64368e+25
      1.56594  7.64313e+25
      1.56595  7.64283e+25
      1.56595  7.64185e+25
      1.56595  7.64046e+25
      1.56596  7.63869e+25
      1.56596  7.63758e+25
      1.56597  7.63624e+25
      1.56597  7.63515e+25
      1.56598  7.63416e+25
      1.56598  7.63278e+25
      1.56599  7.63237e+25
      1.56599  7.63283e+25
      1.56600  7.63242e+25
      1.56600  7.63356e+25
      1.56600  7.63415e+25
      1.56601  7.63320e+25
      1.56601  7.63301e+25
      1.56602  7.63300e+25
      1.56602  7.63385e+25
      1.56603  7.63434e+25
      1.56603  7.63376e+25
      1.56604  7.63346e+25
      1.56604  7.63168e+25
      1.56605  7.62878e+25
      1.56605  7.62538e+25
      1.56606  7.62086e+25
      1.56606  7.61505e+25
      1.56607  7.60679e+25
      1.56607  7.59633e+25
      1.56607  7.58475e+25
      1.56608  7.57300e+25
      1.56608  7.56467e+25
      1.56609  7.56066e+25
      1.56609  7.56214e+25
      1.56610  7.56804e+25
      1.56610  7.57675e+25
      1.56611  7.58578e+25
      1.56611  7.59369e+25
      1.56612  7.60042e+25
      1.56612  7.60628e+25
      1.56613  7.61188e+25
      1.56613  7.61835e+25
      1.56614  7.62213e+25
      1.56614  7.62592e+25
      1.56614  7.62828e+25
      1.56615  7.63065e+25
      1.56615  7.63348e+25
      1.56616  7.63477e+25
      1.56616  7.63645e+25
      1.56617  7.63662e+25
      1.56617  7.63708e+25
      1.56618  7.63584e+25
      1.56618  7.63509e+25
      1.56619  7.63454e+25
      1.56619  7.63363e+25
      1.56620  7.63236e+25
      1.56620  7.63191e+25
      1.56621  7.63147e+25
      1.56621  7.63031e+25
      1.56621  7.63015e+25
      1.56622  7.63046e+25
      1.56622  7.63103e+25
      1.56623  7.63147e+25
      1.56623  7.63261e+25
      1.56624  7.63282e+25
      1.56624  7.63273e+25
      1.56625  7.63185e+25
      1.56625  7.63001e+25
      1.56626  7.62917e+25
      1.56626  7.62782e+25
      1.56627  7.62572e+25
      1.56627  7.62319e+25
      1.56627  7.61874e+25
      1.56628  7.61145e+25
      1.56628  7.60063e+25
      1.56629  7.58650e+25
      1.56629  7.56953e+25
      1.56630  7.55313e+25
      1.56630  7.54221e+25
      1.56631  7.54079e+25
      1.56631  7.54809e+25
      1.56632  7.55974e+25
      1.56632  7.57039e+25
      1.56633  7.57614e+25
      1.56633  7.57872e+25
      1.56634  7.58026e+25
      1.56634  7.58147e+25
      1.56634  7.58437e+25
      1.56635  7.58865e+25
      1.56635  7.59281e+25
      1.56636  7.59615e+25
      1.56636  7.59818e+25
      1.56637  7.59990e+25
      1.56637  7.60078e+25
      1.56638  7.60131e+25
      1.56638  7.60123e+25
      1.56639  7.59783e+25
      1.56639  7.59422e+25
      1.56640  7.59014e+25
      1.56640  7.58617e+25
      1.56640  7.58326e+25
      1.56641  7.57969e+25
      1.56641  7.57679e+25
      1.56642  7.57437e+25
      1.56642  7.57101e+25
      1.56643  7.56952e+25
      1.56643  7.57077e+25
      1.56644  7.57209e+25
      1.56644  7.57255e+25
      1.56645  7.56984e+25
      1.56645  7.56456e+25
      1.56646  7.55810e+25
      1.56646  7.55150e+25
      1.56647  7.54616e+25
      1.56647  7.54219e+25
      1.56648  7.54012e+25
      1.56648  7.53799e+25
      1.56648  7.53413e+25
      1.56649  7.52958e+25
      1.56649  7.52710e+25
      1.56650  7.52756e+25
      1.56650  7.53162e+25
      1.56651  7.53661e+25
      1.56651  7.54085e+25
      1.56652  7.54228e+25
